20.12.21 07:10:48;00;023;04;0 
20.12.21 07:11:58;00;028;06;0 
20.12.21 07:14:40;00;040;04;0 
20.12.21 07:16:33;00;031;04;0 
20.12.21 07:16:43;00;030;05;0 
20.12.21 07:16:53;00;011;04;0 
20.12.21 07:16:58;00;026;03;1 
20.12.21 07:20:11;00;026;04;0 
20.12.21 07:20:27;00;028;03;0 
20.12.21 07:21:14;00;030;04;0 
20.12.21 07:21:21;00;040;04;0 
20.12.21 07:21:47;00;022;03;1 
20.12.21 07:22:37;00;030;03;1 
20.12.21 07:23:43;00;034;04;0 
20.12.21 07:24:18;00;031;12;1 
20.12.21 07:25:51;00;029;06;0 
20.12.21 07:26:32;00;024;04;0 
20.12.21 07:26:34;00;026;04;1 
20.12.21 07:27:38;00;032;04;1 
20.12.21 07:27:44;00;025;05;0 
20.12.21 07:27:55;00;040;06;0 
20.12.21 07:28:53;00;040;09;1 
20.12.21 07:31:33;00;034;06;0 
20.12.21 07:32:19;00;042;04;0 
20.12.21 07:34:31;00;038;10;1 
20.12.21 07:34:39;00;032;04;0 
20.12.21 07:35:10;00;038;05;0 
20.12.21 07:36:04;00;026;06;0 
20.12.21 07:36:10;00;034;05;0 
20.12.21 07:36:34;00;025;03;1 
20.12.21 07:36:37;00;025;03;1 
20.12.21 07:38:53;00;039;04;0 
20.12.21 07:39:40;00;027;05;0 
20.12.21 07:40:07;00;024;03;1 
20.12.21 07:41:30;00;026;04;0 
20.12.21 07:41:57;00;031;04;0 
20.12.21 07:41:59;00;033;04;0 
20.12.21 07:43:07;00;026;03;1 
20.12.21 07:44:29;00;030;07;0 
20.12.21 07:44:30;00;030;07;1 
20.12.21 07:45:09;00;031;03;0 
20.12.21 07:45:11;00;033;04;0 
20.12.21 07:45:22;00;036;08;0 
20.12.21 07:45:40;00;026;05;0 
20.12.21 07:45:42;00;034;16;0 
20.12.21 07:46:22;00;036;04;0 
20.12.21 07:48:11;00;042;06;0 
20.12.21 07:50:56;00;033;05;0 
20.12.21 07:51:08;00;027;05;0 
20.12.21 07:51:40;00;025;05;0 
20.12.21 07:52:23;00;018;03;1 
20.12.21 07:52:38;00;035;04;0 
20.12.21 07:53:18;00;044;05;0 
20.12.21 07:56:39;00;021;04;1 
20.12.21 07:59:50;00;037;05;0 
20.12.21 07:59:56;00;036;18;1 
20.12.21 08:03:28;00;037;05;0 
20.12.21 08:04:40;00;036;15;0 
20.12.21 08:05:28;00;024;04;0 
20.12.21 08:09:11;00;031;06;0 
20.12.21 08:09:28;00;034;16;1 
20.12.21 08:09:59;00;045;05;0 
20.12.21 08:11:29;00;032;04;1 
20.12.21 08:11:48;00;023;04;1 
20.12.21 08:13:22;00;034;16;1 
20.12.21 08:15:21;00;040;04;1 
20.12.21 08:15:58;00;028;04;1 
20.12.21 08:16:07;00;034;05;1 
20.12.21 08:17:47;00;029;03;1 
20.12.21 08:20:07;00;029;03;0 
20.12.21 08:26:17;00;032;04;0 
20.12.21 08:27:13;00;030;03;0 
20.12.21 08:29:02;00;023;04;1 
20.12.21 08:29:11;00;025;05;0 
20.12.21 08:30:48;00;028;04;1 
20.12.21 08:31:40;00;027;05;0 
20.12.21 08:31:44;00;039;04;0 
20.12.21 08:32:10;00;034;03;0 
20.12.21 08:35:08;00;027;03;1 
20.12.21 08:36:40;00;035;04;0 
20.12.21 08:39:45;00;030;04;1 
20.12.21 08:40:58;00;053;09;0 
20.12.21 08:41:19;00;031;04;1 
20.12.21 08:43:34;00;044;06;0 
20.12.21 08:44:02;00;037;06;0 
20.12.21 08:44:14;00;035;05;1 
20.12.21 08:44:20;00;030;04;0 
20.12.21 08:44:42;00;032;08;0 
20.12.21 08:46:25;00;038;06;0 
