17.05.21 07:40:53;00;019;02;1 
17.05.21 07:44:28;00;016;04;1 
17.05.21 07:45:35;00;021;03;0 
17.05.21 07:46:07;00;015;03;1 
17.05.21 07:52:53;00;017;03;0 
17.05.21 08:10:11;00;018;06;0 
17.05.21 08:16:44;00;019;10;1 
17.05.21 08:16:48;00;013;02;1 
17.05.21 08:26:03;00;022;03;0 
17.05.21 08:30:09;00;015;02;0 
17.05.21 08:31:46;00;019;02;1 
17.05.21 08:32:13;00;017;03;1 
17.05.21 08:41:47;00;017;03;1 
17.05.21 08:48:20;00;023;04;0 
17.05.21 08:50:36;00;019;03;0 
17.05.21 09:00:48;00;015;02;1 
17.05.21 09:01:08;00;017;02;0 
17.05.21 09:13:30;00;020;03;1 
17.05.21 10:43:31;00;013;02;1 
17.05.21 12:43:56;00;013;02;1 
17.05.21 12:48:01;00;014;03;1 
17.05.21 12:52:40;00;014;08;0 
17.05.21 12:59:04;00;018;05;0 
17.05.21 13:02:08;00;016;04;1 
17.05.21 13:02:55;00;023;02;0 
17.05.21 13:07:06;00;016;02;1 
17.05.21 13:14:38;00;015;02;1 
17.05.21 13:21:05;00;017;02;0 
17.05.21 13:22:31;00;020;02;0 
17.05.21 13:27:41;00;013;03;1 
17.05.21 13:28:02;00;020;03;1 
17.05.21 13:36:06;00;018;06;0 
17.05.21 13:45:16;00;019;02;0 
17.05.21 13:52:29;00;019;03;0 
17.05.21 13:55:16;00;015;03;0 
17.05.21 14:04:51;00;017;02;0 
17.05.21 14:13:02;00;018;03;1 
17.05.21 14:21:23;00;022;03;0 
17.05.21 14:22:45;00;020;03;0 
17.05.21 14:31:48;00;022;02;0 
17.05.21 14:33:28;00;014;02;1 
17.05.21 14:43:20;00;014;02;1 
17.05.21 14:48:54;00;018;03;0 
17.05.21 14:55:15;00;015;02;1 
17.05.21 15:01:09;00;020;04;1 
17.05.21 15:03:05;00;018;02;1 
17.05.21 15:18:12;00;014;02;1 
17.05.21 15:40:15;00;017;03;1 
17.05.21 15:40:19;00;017;03;1 
17.05.21 15:41:05;00;019;02;0 
17.05.21 15:44:50;00;020;04;0 
17.05.21 15:59:48;00;018;04;0 
17.05.21 16:04:47;00;016;02;1 
17.05.21 16:05:31;00;018;02;1 
17.05.21 16:10:38;00;018;04;1 
17.05.21 16:26:23;00;036;02;0 
17.05.21 16:29:20;00;016;03;1 
17.05.21 16:33:03;00;015;05;0 
17.05.21 16:35:07;00;019;05;1 
17.05.21 16:40:04;00;012;02;0 
17.05.21 16:41:24;00;016;02;0 
17.05.21 16:41:45;00;019;02;1 
17.05.21 16:43:42;00;021;07;1 
17.05.21 16:44:22;00;017;02;1 
17.05.21 16:54:03;00;017;03;0 
17.05.21 16:58:57;00;017;03;1 
17.05.21 17:01:01;00;017;02;0 
17.05.21 17:03:01;00;019;02;0 
17.05.21 17:10:30;00;020;04;1 
17.05.21 17:10:34;00;019;04;1 
17.05.21 17:10:36;00;022;07;1 
17.05.21 17:12:08;00;019;04;1 
17.05.21 17:12:12;00;018;07;1 
17.05.21 17:12:25;00;021;03;1 
17.05.21 17:12:26;00;021;04;1 
17.05.21 17:12:37;00;019;07;1 
17.05.21 17:12:45;00;019;05;1 
17.05.21 17:32:02;00;016;02;1 
17.05.21 17:33:57;00;017;03;0 
17.05.21 18:00:28;00;016;02;0 
17.05.21 18:10:45;00;019;03;1 
17.05.21 18:11:46;00;018;03;1 
17.05.21 18:12:10;00;018;03;0 
17.05.21 18:15:38;00;020;03;1 
17.05.21 18:20:32;00;017;05;0 
17.05.21 18:21:33;00;020;03;0 
17.05.21 18:22:29;00;014;02;1 
17.05.21 18:25:10;00;017;02;0 
17.05.21 18:37:05;00;016;02;0 
17.05.21 18:39:39;00;018;05;1 
17.05.21 18:51:52;00;024;02;1 
17.05.21 19:03:18;00;017;03;1 
17.05.21 19:18:56;00;018;03;1 
17.05.21 19:38:08;00;020;02;0 
17.05.21 19:49:43;00;013;03;0 
17.05.21 20:13:15;00;017;04;0 
17.05.21 20:16:57;00;021;02;0 
17.05.21 20:30:39;00;014;04;0 
17.05.21 20:30:41;00;021;03;0 
17.05.21 20:51:06;00;016;02;1 
17.05.21 21:02:01;00;016;02;0 
17.05.21 21:11:52;00;018;03;1 
17.05.21 21:12:14;00;024;03;0 
17.05.21 21:20:56;00;017;03;1 
17.05.21 21:30:59;00;017;03;1 
17.05.21 21:37:30;00;019;03;0 
17.05.21 21:40:34;00;018;03;1 
17.05.21 21:50:52;00;018;02;0 
17.05.21 23:14:04;00;015;02;1 
17.05.21 23:24:57;00;023;03;1 
18.05.21 00:07:07;00;026;03;0 
18.05.21 00:13:44;00;023;03;0 
18.05.21 05:05:31;00;016;02;1 
18.05.21 07:16:31;00;017;03;1 
18.05.21 07:35:25;00;021;02;0 
18.05.21 07:46:33;00;018;03;1 
18.05.21 07:49:24;00;016;02;1 
18.05.21 08:01:40;00;017;02;1 
18.05.21 08:01:56;00;017;02;1 
18.05.21 08:09:58;00;020;03;1 
18.05.21 08:12:13;00;019;04;1 
18.05.21 08:33:26;00;016;03;1 
18.05.21 08:38:03;00;019;02;0 
18.05.21 08:41:06;00;017;04;1 
18.05.21 08:41:33;00;015;02;0 
18.05.21 08:44:57;00;022;03;0 
18.05.21 08:46:35;00;020;04;0 
18.05.21 08:47:48;00;019;02;1 
18.05.21 08:50:01;00;018;06;0 
18.05.21 08:54:43;00;017;07;1 
18.05.21 09:09:59;00;021;02;1 
18.05.21 11:36:33;00;018;04;0 
18.05.21 12:25:45;00;021;03;1 
18.05.21 12:27:29;00;017;03;1 
18.05.21 12:41:24;00;015;02;0 
18.05.21 12:48:16;00;014;02;1 
18.05.21 13:07:36;00;019;03;1 
18.05.21 13:09:15;00;019;02;1 
18.05.21 13:11:13;00;018;02;1 
18.05.21 13:16:40;00;017;02;1 
18.05.21 13:16:56;00;015;02;1 
18.05.21 13:20:15;00;018;03;0 
18.05.21 13:50:01;00;020;03;1 
18.05.21 13:59:13;00;020;02;1 
18.05.21 14:07:11;00;016;03;0 
18.05.21 14:11:32;00;016;03;0 
18.05.21 14:14:02;00;024;02;0 
18.05.21 14:15:02;00;016;02;1 
18.05.21 14:16:24;00;017;04;0 
18.05.21 14:16:55;00;020;03;1 
18.05.21 14:29:27;00;015;02;1 
18.05.21 14:45:37;00;013;06;0 
18.05.21 14:49:37;00;019;03;0 
18.05.21 14:59:30;00;012;03;0 
18.05.21 15:04:41;00;016;02;1 
18.05.21 15:06:28;00;015;03;1 
18.05.21 15:10:19;00;017;03;1 
18.05.21 15:30:42;00;019;02;0 
18.05.21 16:00:41;00;017;02;0 
18.05.21 16:01:15;00;018;02;1 
18.05.21 16:07:05;00;013;02;1 
18.05.21 16:13:43;00;013;02;1 
18.05.21 16:14:54;00;013;05;0 
18.05.21 16:27:16;00;023;02;1 
18.05.21 16:45:50;00;014;02;1 
18.05.21 16:56:06;00;018;04;0 
18.05.21 16:58:38;00;016;02;1 
18.05.21 17:04:58;00;019;02;1 
18.05.21 17:05:01;00;022;04;1 
18.05.21 17:05:13;00;021;04;1 
18.05.21 17:07:01;00;015;02;1 
18.05.21 17:20:35;00;020;02;0 
18.05.21 17:20:48;00;019;04;0 
18.05.21 17:33:22;00;019;02;0 
18.05.21 17:35:47;00;022;04;0 
18.05.21 17:45:46;00;019;02;0 
18.05.21 18:00:07;00;017;03;1 
18.05.21 18:02:55;00;017;03;1 
18.05.21 18:04:06;00;016;02;1 
18.05.21 18:07:12;00;019;03;1 
18.05.21 18:12:59;00;018;04;1 
18.05.21 18:13:04;00;015;03;1 
18.05.21 18:18:47;00;020;03;1 
18.05.21 18:21:22;00;015;02;1 
18.05.21 18:22:17;00;012;02;1 
18.05.21 18:46:22;00;014;04;0 
18.05.21 18:50:16;00;019;03;1 
18.05.21 18:52:05;00;014;04;0 
18.05.21 19:10:45;00;020;02;0 
18.05.21 19:13:09;00;021;04;1 
18.05.21 19:14:12;00;019;02;1 
18.05.21 20:10:46;00;015;03;1 
18.05.21 20:18:07;00;022;03;0 
18.05.21 21:10:32;00;019;02;0 
18.05.21 21:37:35;00;020;02;0 
18.05.21 21:42:40;00;017;02;0 
18.05.21 22:15:21;00;026;03;1 
18.05.21 23:17:29;00;015;03;1 
19.05.21 00:34:09;00;025;02;0 
19.05.21 04:50:07;00;016;03;1 
19.05.21 05:15:32;00;018;03;1 
19.05.21 05:49:06;00;016;03;0 
19.05.21 06:08:20;00;012;02;1 
19.05.21 06:16:57;00;013;02;1 
19.05.21 06:29:14;00;018;05;0 
19.05.21 06:40:02;00;021;04;1 
19.05.21 06:51:56;00;014;03;1 
19.05.21 06:54:36;00;014;02;1 
19.05.21 07:08:35;00;020;02;1 
19.05.21 07:12:41;00;022;03;1 
19.05.21 07:16:47;00;015;03;1 
19.05.21 07:25:55;00;013;02;1 
19.05.21 07:28:21;00;012;02;0 
